Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Anthony Davis,7,,PF,11800,LAL,DET,1,118,30,29,102,110,7%,19,16,20,38,37,36,49.2,53.4,42.3,64.6,35.0,55.8,4.7,38,73.2,6.2
LeBron James,8,,SF,10900,LAL,DET,1,118,34,26,102,110,5%,19,17,20,38,37,36,56.5,52.9,42.0,63.7,34.5,54.1,5.0,35,51.3,4.7
Karl-Anthony Towns,1,O,C,10000,MIN,@CLE,2,111,29,29,101,113,1%,19,17,18,36,36,34,50.1,52.1,40.4,63.8,0.0,0.0,0.0,0,0.0,0.0
Hassan Whiteside,1,,C,9800,POR,@MIA,1,105,20,26,101,104,-6%,14,11,11,33,32,30,45.8,42.0,29.5,54.5,33.5,44.7,4.6,32.1,47.6,4.9
Andre Drummond,3,,C,9700,DET,@LAL,0,103,24,22,103,102,-12%,12,12,14,28,31,33,44.7,48.5,35.0,62.0,32.5,45.3,4.7,40.5,46.6,4.8
Kawhi Leonard,,O,PF,9300,LAC,NYK,0,116,34,25,101,110,0%,20,21,20,30,34,32,42.9,46.0,37.2,54.7,0.0,0.0,0.0,0,0.0,0.0
Damian Lillard,3,,PG,9100,POR,@MIA,1,105,30,25,101,104,-10%,20,20,20,35,37,38,46.3,44.9,35.6,54.3,38.5,44.0,4.8,41.6,59.2,6.5
Jimmy Butler,1,,SG,8700,MIA,POR,1,110,26,24,104,109,-4%,11,13,14,34,36,35,44.1,43.7,34.8,52.7,0.0,0.0,0.0,0,0.0,0.0
Bam Adebayo,4,,PF,8600,MIA,POR,1,110,20,20,104,109,7%,8,10,10,35,36,34,33.6,39.9,28.6,51.3,36.0,45.4,5.3,35.5,41.6,4.8
Devin Booker,7,,SG,8400,PHO,MEM,1,121,29,20,106,110,6%,25,23,18,38,38,36,46.8,39.1,27.3,50.8,36.5,41.0,4.9,37.2,49.4,5.9
