Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,10,,SF,11600,MIL,DEN,2,119,37,33,100,106,-2%,20,21,20,32,30,31,56.7,57.2,46.1,68.3,31.5,60.1,5.2,31.9,70.7,6.1
LeBron James,14,,SF,11200,LAL,POR,5,123,34,26,104,110,8%,19,18,20,35,34,35,48.5,52.2,42.1,62.4,35.5,57.4,5.1,38,44.6,4.0
Russell Westbrook,10,,PG,11100,HOU,DAL,1,123,34,21,101,109,-6%,29,27,23,40,38,36,63.1,49.8,38.5,61.1,37.5,55.8,5.0,39.7,60.7,5.5
Luka Doncic,,O,PG,10600,DAL,@HOU,2,115,39,29,106,107,2%,20,23,21,29,33,34,47.8,53.8,41.5,66.0,0.0,0.0,0.0,0,0.0,0.0
Anthony Davis,12,,PF,10300,LAL,POR,5,123,29,28,104,110,0%,16,14,18,33,32,35,47.4,52.5,40.9,64.0,35.0,55.4,5.4,38.8,79.0,7.7
James Harden,13,,SG,10100,HOU,DAL,1,123,38,29,101,109,-6%,16,19,24,36,37,38,41.9,58.3,45.0,71.7,37.0,57.3,5.7,37.4,72.2,7.1
Damian Lillard,6,,PG,10100,POR,@LAL,1,110,31,26,103,103,-1%,22,26,20,39,40,38,65.8,47.6,35.5,59.7,38.0,48.9,4.8,40.3,78.8,7.8
Nikola Jokic,2,,C,9800,DEN,@MIL,0,107,28,24,107,100,-1%,18,18,15,37,36,32,53.2,44.3,33.0,55.7,35.0,49.0,5.0,33.3,40.5,4.1
Andre Drummond,7,,C,9600,DET,TOR,1,110,25,22,103,102,-9%,14,15,14,34,34,34,48.4,48.7,36.3,61.1,34.5,48.4,5.0,35.2,43.5,4.5
Kyrie Irving,6,,PG,8900,BKN,CHI,1,113,33,26,102,106,-16%,23,20,22,36,35,34,41.8,47.2,34.2,60.2,33.0,43.2,4.9,31.9,66.5,7.5
Devin Booker,5,,SG,8900,PHO,OKC,2,112,30,22,101,106,-6%,22,20,19,35,36,36,44.8,41.1,28.8,53.4,37.5,42.9,4.8,39.5,31.1,3.5
Hassan Whiteside,6,,C,8300,POR,@LAL,1,110,19,25,103,103,-12%,10,10,11,32,35,31,42.4,42.5,30.0,54.9,33.0,42.7,5.1,33.8,68.4,8.2
Pascal Siakam,6,,SF,8300,TOR,@DET,0,114,29,19,101,110,7%,16,19,20,30,33,36,41.7,42.0,32.4,51.7,34.0,39.5,4.8,35.7,44.4,5.3
Zach LaVine,8,,SG,8300,CHI,@BKN,1,107,31,20,104,106,10%,23,23,20,40,37,35,40.6,39.1,26.7,51.5,36.0,42.0,5.1,36.1,37.4,4.5
Deandre Ayton,6,,C,8200,PHO,OKC,2,112,22,21,101,106,-1%,17,14,15,34,35,33,40.8,41.3,32.1,50.4,36.0,42.0,5.1,39.6,31.7,3.9
Shai Gilgeous-Alexander,5,,SG,7700,OKC,@PHO,1,112,24,17,104,108,1%,17,15,16,35,36,36,40.2,35.8,25.4,46.2,35.5,37.3,4.8,34,30.8,4.0
