Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,13,,SG,11200,HOU,@OKC,0,116,38,32,101,105,-2%,29,24,25,40,38,38,66.2,61.4,49.5,73.3,37.5,56.0,5.0,26.6,27.1,2.4
Andre Drummond,14,,C,10900,DET,CLE,1,115,24,22,101,113,4%,13,13,14,40,34,34,48.5,48.7,35.5,62.0,36.5,58.6,5.4,49,60.1,5.5
Karl-Anthony Towns,1,O,C,10600,MIN,POR,1,112,29,28,104,109,7%,19,17,18,36,36,34,50.1,52.1,40.4,63.8,0.0,0.0,0.0,0,0.0,0.0
Hassan Whiteside,2,,C,9500,POR,@MIN,1,113,20,26,105,107,1%,13,13,11,35,35,30,54.0,42.6,30.2,55.0,32.5,46.5,4.9,28,34.8,3.7
Joel Embiid,,O,C,9300,PHI,BOS,2,110,31,26,102,102,-4%,17,18,16,33,32,31,45.6,47.0,35.7,58.4,0.0,0.0,0.0,0,0.0,0.0
Damian Lillard,10,,PG,8700,POR,@MIN,1,113,30,25,105,107,3%,17,19,20,39,37,38,46.2,45.7,36.5,54.9,37.0,44.4,5.1,29.6,36.8,4.2
Russell Westbrook,15,,PG,8700,HOU,@OKC,0,116,34,18,101,105,-2%,22,25,22,35,37,36,44.8,46.9,36.9,57.0,36.0,46.5,5.3,34,36.9,4.2
Ben Simmons,12,,PG,8500,PHI,BOS,2,110,22,20,102,102,-9%,16,13,11,40,39,36,50.6,42.9,32.2,53.6,36.5,47.2,5.6,38.7,34.3,4.0
Clint Capela,10,,C,7700,HOU,@OKC,0,116,15,21,101,105,1%,15,13,10,37,35,34,44.5,41.6,29.8,53.4,35.5,40.5,5.3,28.9,25.7,3.3
Chris Paul,6,,PG,7200,OKC,HOU,1,111,23,21,106,107,1%,16,14,12,35,34,32,35.1,35.9,26.8,44.9,32.5,37.8,5.2,27.6,43.7,6.1
Kevin Love,11,,PF,7200,CLE,@DET,1,107,23,19,102,110,9%,13,13,12,33,33,31,33.8,34.4,22.8,45.9,34.5,38.2,5.3,37.9,32.3,4.5
Steven Adams,7,,C,7100,OKC,HOU,1,111,18,22,106,107,-3%,10,8,8,35,31,29,37.7,32.8,22.9,42.7,34.0,36.7,5.2,25,31.1,4.4
Kemba Walker,7,,PG,7100,BOS,@PHI,0,108,29,22,102,104,-8%,21,18,18,35,32,33,34.2,38.2,27.0,49.3,30.0,31.6,4.5,32.7,33.9,4.8
Andrew Wiggins,9,,SG,7000,MIN,POR,1,112,29,18,104,109,8%,16,20,21,32,36,36,33.8,38.3,28.5,48.0,34.0,37.7,5.4,25.6,37.6,5.4
Jayson Tatum,7,,PF,6900,BOS,@PHI,0,108,27,18,102,104,-1%,18,17,18,31,34,35,34.3,37.3,26.7,47.8,34.5,33.8,4.9,35.8,41.0,5.9
C.J. McCollum,11,,SG,6700,POR,@MIN,1,113,26,17,105,107,1%,19,18,20,35,36,37,31.7,35.8,24.4,47.1,36.0,34.4,5.1,24.5,19.4,2.9
Tobias Harris,17,,SF,6700,PHI,BOS,2,110,23,17,102,102,-3%,17,18,16,39,37,35,35.9,35.4,25.9,44.9,35.0,37.8,5.6,34.9,33.9,5.1
Jaylen Brown,6,,SF,6600,BOS,@PHI,0,108,24,19,102,104,-5%,18,15,15,31,34,34,31.0,34.8,25.8,43.8,34.0,32.2,4.9,33.8,15.0,2.3
Derrick Rose,11,,PG,6600,DET,CLE,1,115,33,22,101,113,7%,20,18,15,30,28,25,32.2,30.4,22.1,38.7,28.5,37.6,5.7,35.7,36.9,5.6
Shai Gilgeous-Alexander,8,,SG,6500,OKC,HOU,1,111,24,17,106,107,7%,16,16,16,38,36,36,37.1,34.0,23.4,44.5,36.0,35.9,5.5,30.7,31.1,4.8
Tristan Thompson,4,,C,6200,CLE,@DET,1,107,19,17,102,110,-1%,7,7,11,31,32,32,27.3,32.2,22.8,41.5,32.0,29.9,4.8,45.3,66.3,10.7
Carmelo Anthony,7,,SF,6100,POR,@MIN,1,113,22,14,105,107,-3%,14,14,15,37,34,33,28.6,29.4,19.4,39.4,34.5,31.0,5.1,23.9,10.4,1.7
Collin Sexton,6,,PG,6100,CLE,@DET,1,107,27,15,102,110,4%,18,18,16,35,35,31,29.0,26.9,20.1,33.6,34.5,30.4,5.0,39.5,38.7,6.3
Dennis Schroder,7,,SG,6000,OKC,HOU,1,111,28,16,106,107,1%,16,15,15,36,33,31,28.3,28.6,19.4,37.9,31.5,30.5,5.1,27.1,20.5,3.4
