Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Nikola Jokic,4,,C,10600,DEN,@UTA,0,102,28,25,101,106,0%,20,18,15,35,35,32,57.6,45.5,32.8,58.1,37.5,52.2,4.9,39.8,75.2,7.1
Kawhi Leonard,7,,PF,9800,LAC,MIA,1,116,35,27,100,106,-3%,19,22,21,28,33,33,56.5,49.0,38.9,59.1,33.5,48.3,4.9,30.7,43.9,4.5
Jimmy Butler,6,,SG,8300,MIA,@LAC,1,109,26,24,105,105,-1%,18,15,14,31,32,35,41.6,43.0,34.2,51.9,35.5,42.6,5.1,25.7,26.5,3.2
Rudy Gobert,2,,C,8200,UTA,DEN,3,112,16,23,100,106,-2%,7,7,9,35,35,35,41.2,42.2,32.2,52.3,35.0,43.0,5.2,38.9,34.8,4.2
Paul George,5,,SF,8200,LAC,MIA,1,116,31,21,100,106,-3%,16,16,18,28,28,31,39.7,38.9,25.6,52.1,33.0,39.9,4.9,25.8,44.0,5.4
Bam Adebayo,16,,PF,8000,MIA,@LAC,1,109,20,21,105,105,4%,12,12,11,37,35,35,43.4,40.9,30.3,51.4,35.5,40.7,5.1,39.6,48.2,6.0
Donovan Mitchell,3,,SG,7600,UTA,DEN,3,112,31,20,100,106,-4%,17,21,21,34,35,35,37.1,38.8,29.8,47.8,34.5,36.3,4.8,36.1,25.1,3.3
Will Barton,2,D,SF,6400,DEN,@UTA,0,102,21,16,101,106,-10%,13,14,13,30,32,34,32.3,32.2,22.6,41.9,13.0,11.6,1.8,0,0.0,0.0
Jamal Murray,2,,PG,6200,DEN,@UTA,0,102,26,17,101,106,-2%,11,15,15,29,32,33,32.0,33.4,22.4,44.4,30.5,28.7,4.6,42.6,39.4,6.4
Jerami Grant,,D,PF,6100,DEN,@UTA,0,102,17,14,101,106,-7%,11,12,9,37,36,26,33.4,21.1,11.3,30.8,14.5,11.6,1.9,0,0.0,0.0
