Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,10,,SG,11700,HOU,POR,0,123,39,32,104,109,7%,36,28,25,39,39,38,67.1,61.3,49.6,73.0,36.5,58.5,5.0,36.4,37.1,3.2
Luka Doncic,6,,PG,11000,DAL,@SAC,0,115,39,31,100,108,-6%,17,20,21,30,33,34,45.7,54.3,41.8,66.8,34.5,55.1,5.0,34.1,62.5,5.7
Anthony Davis,2,O,PF,10900,LAL,ORL,1,110,29,29,100,103,-3%,12,15,19,33,36,35,52.8,53.4,41.6,65.1,0.0,0.0,0.0,0,0.0,0.0
LeBron James,8,,SF,10800,LAL,ORL,1,110,34,27,100,103,-8%,21,20,20,33,34,35,52.8,52.8,42.3,63.4,35.0,56.3,5.2,36.3,49.1,4.5
Karl-Anthony Towns,1,O,C,10500,MIN,IND,1,107,29,28,101,104,2%,19,17,18,36,36,34,50.1,52.1,40.4,63.8,0.0,0.0,0.0,0,0.0,0.0
Andre Drummond,5,,C,10200,DET,@BOS,1,105,24,22,102,103,-4%,19,15,14,36,36,34,51.3,48.8,35.6,61.9,33.5,48.1,4.7,37.6,46.1,4.5
Nikola Jokic,5,,C,9700,DEN,CHA,2,110,28,25,99,111,8%,13,16,15,33,33,31,49.5,43.1,31.4,54.7,32.5,47.9,4.9,29,38.6,4.0
Hassan Whiteside,3,,C,9500,POR,@HOU,1,114,20,25,106,106,-2%,9,11,11,26,31,30,46.3,42.0,29.6,54.4,32.0,42.8,4.5,37,44.6,4.7
Russell Westbrook,8,,PG,9200,HOU,POR,0,123,34,19,104,109,7%,25,24,22,33,35,36,44.4,46.9,36.9,56.9,35.0,48.7,5.3,42,64.2,7.0
Joel Embiid,,O,C,9000,PHI,BKN,1,114,31,26,105,105,6%,17,18,16,33,32,31,45.6,47.0,35.7,58.4,0.0,0.0,0.0,0,0.0,0.0
Nikola Vucevic,7,,C,8900,ORL,@LAL,1,100,26,23,103,102,-12%,22,19,17,35,32,32,46.9,42.6,33.3,52.0,33.5,43.8,4.9,32.5,28.8,3.2
Jimmy Butler,8,,SG,8800,MIA,SAS,2,113,26,24,103,110,0%,17,12,14,35,34,35,43.4,43.8,35.0,52.5,35.5,44.8,5.1,33.7,25.6,2.9
Damian Lillard,6,,PG,8700,POR,@HOU,1,114,30,25,106,106,2%,18,17,19,35,36,37,42.7,44.5,35.4,53.7,36.0,43.2,5.0,37.8,48.9,5.6
Ben Simmons,17,,PG,8500,PHI,BKN,1,114,22,20,105,105,11%,14,15,11,39,39,36,50.6,42.9,32.5,53.2,37.5,50.6,6.0,41.1,45.7,5.4
Kyle Lowry,2,,PG,8400,TOR,@OKC,2,106,24,18,101,105,0%,14,17,16,41,41,39,41.8,40.6,33.6,47.5,37.5,38.1,4.5,32.8,32.8,3.9
Zach LaVine,15,,SG,8300,CHI,WAS,1,118,31,19,106,113,8%,20,22,19,35,37,34,46.6,38.0,26.6,49.3,36.5,45.8,5.5,32.6,48.9,5.9
Domas Sabonis,7,,PF,8300,IND,@MIN,1,111,23,21,105,107,1%,13,13,14,35,36,34,45.4,41.4,33.3,49.5,32.5,40.9,4.9,35.9,56.6,6.8
Bam Adebayo,10,,PF,8200,MIA,SAS,2,113,20,21,103,110,0%,10,10,10,35,34,35,37.3,40.0,28.9,51.1,35.0,40.5,4.9,36,46.1,5.6
De'Aaron Fox,6,,PG,8100,SAC,DAL,1,110,30,20,101,108,-9%,20,18,15,38,35,32,44.3,38.3,25.9,50.7,35.5,43.0,5.3,37.5,53.4,6.6
Jayson Tatum,1,O,PF,8000,BOS,DET,1,114,27,18,101,110,3%,20,18,18,30,32,34,39.3,38.1,27.2,49.1,0.0,0.0,0.0,0,0.0,0.0
Kyrie Irving,4,,PG,7900,BKN,@PHI,0,107,35,27,101,104,-7%,20,22,23,34,34,34,44.0,49.5,36.2,62.8,31.0,39.8,5.0,36.8,34.2,4.3
Pascal Siakam,3,,SF,7900,TOR,@OKC,2,106,29,19,101,105,-12%,20,22,21,33,34,37,45.0,43.0,32.7,53.4,31.5,34.1,4.3,30.3,37.8,4.8
Clint Capela,8,,C,7800,HOU,POR,0,123,15,22,104,109,6%,8,11,10,31,33,34,43.3,40.9,29.1,52.6,34.0,42.0,5.4,36.1,41.6,5.3
DeMar DeRozan,6,,SG,7800,SAS,@MIA,2,108,27,21,101,106,-3%,15,15,16,36,34,35,44.9,38.1,29.5,46.8,34.0,37.1,4.8,35.3,50.5,6.5
Brad Beal,4,,SG,7700,WAS,@CHI,2,113,33,21,102,105,-4%,23,26,22,29,34,37,46.6,44.6,33.1,56.2,30.5,36.8,4.8,27.4,31.8,4.1
Fred Van Vleet,,O,SG,7600,TOR,@OKC,2,106,24,16,101,105,0%,18,17,15,37,36,37,38.4,38.3,27.9,48.6,0.0,0.0,0.0,0,0.0,0.0
Serge Ibaka,1,,PF,7500,TOR,@OKC,2,106,24,18,101,105,-12%,18,17,13,36,33,27,37.0,30.0,21.0,39.0,30.0,31.6,4.2,29.5,22.7,3.0
Kristaps Porzingis,2,,PF,7400,DAL,@SAC,0,115,25,17,100,108,-12%,11,14,16,28,33,33,38.1,38.7,28.1,49.4,0.0,0.0,0.0,0,0.0,0.0
C.J. McCollum,4,,SG,7300,POR,@HOU,1,114,26,17,106,106,7%,21,19,20,36,35,37,34.1,35.9,24.8,46.9,36.0,35.8,4.9,38.1,41.2,5.6
LaMarcus Aldridge,3,,PF,7200,SAS,@MIA,2,108,22,21,101,106,2%,11,11,15,34,33,34,30.3,38.9,28.5,49.3,33.0,36.5,5.1,33.7,18.5,2.6
Shai Gilgeous-Alexander,6,,SG,7100,OKC,TOR,1,107,24,18,102,101,-2%,15,15,16,36,36,36,37.9,34.5,23.5,45.4,35.5,35.2,5.0,37.7,46.2,6.5
Devonte' Graham,1,,SG,7000,CHA,@DEN,1,98,27,17,100,106,-5%,18,16,16,36,38,35,40.7,36.1,26.4,45.9,36.0,33.5,4.8,36.6,19.4,2.8
Chris Paul,4,,PG,7000,OKC,TOR,1,107,23,21,102,101,-2%,14,15,13,31,32,32,35.7,35.7,26.6,44.8,32.0,36.2,5.2,34,46.5,6.6
Derrick Rose,1,,PG,6900,DET,@BOS,1,105,33,22,102,103,-8%,17,20,15,33,32,26,37.2,30.5,22.3,38.7,30.0,34.6,5.0,28.7,33.4,4.8
Malcolm Brogdon,10,,PG,6800,IND,@MIN,1,111,28,20,105,107,2%,17,15,15,32,31,32,30.9,37.2,28.4,46.0,32.5,35.7,5.3,30.7,35.2,5.2
Steven Adams,1,,C,6800,OKC,TOR,1,107,18,23,102,101,-8%,9,9,8,29,31,29,38.9,33.0,23.3,42.6,31.0,33.5,4.9,6.5,7.9,1.2
Will Barton,4,,SF,6800,DEN,CHA,2,110,20,16,99,111,1%,14,13,13,35,34,34,32.8,32.4,22.2,42.5,34.5,33.1,4.9,31.3,30.1,4.4
Kemba Walker,11,,PG,6700,BOS,DET,1,114,29,22,101,110,3%,11,17,17,28,32,33,36.8,37.6,26.7,48.4,33.5,40.4,6.0,33.1,27.4,4.1
Al Horford,13,,PF,6700,PHI,BKN,1,114,19,16,105,105,-3%,14,11,12,34,34,31,31.6,31.0,21.9,40.1,33.0,39.2,5.9,32.7,40.6,6.1
Andrew Wiggins,,,SG,6600,MIN,IND,1,107,29,17,101,104,-18%,14,16,20,29,33,35,30.0,37.7,27.9,47.4,32.0,33.9,5.1,32.3,24.1,3.7
Tobias Harris,16,,SF,6600,PHI,BKN,1,114,24,17,105,105,-14%,19,18,16,37,37,35,30.8,35.3,26.1,44.4,35.5,38.3,5.8,35.4,53.5,8.1
Spencer Dinwiddie,1,,SG,6500,BKN,@PHI,0,107,33,19,101,104,-7%,12,17,18,31,32,32,31.3,37.0,26.2,47.8,32.0,32.4,5.0,36.6,38.4,5.9
Carmelo Anthony,3,,SF,6500,POR,@HOU,1,114,22,14,106,106,3%,15,14,15,35,33,33,28.1,29.1,18.9,39.4,35.0,31.6,4.9,34,32.9,5.1
Jamal Murray,1,,PG,6500,DEN,CHA,2,110,26,17,99,111,-4%,17,17,16,37,35,33,36.7,33.5,22.4,44.6,34.5,34.4,5.3,14.7,10.7,1.6
Gordon Hayward,5,,SF,6400,BOS,DET,1,114,21,19,101,110,3%,11,12,13,29,33,32,26.6,31.9,21.3,42.5,34.5,35.5,5.5,32.1,38.9,6.1
Terry Rozier,2,,PG,6400,CHA,@DEN,1,98,25,15,100,106,-5%,14,17,16,33,37,35,32.4,31.5,20.6,42.3,36.0,30.4,4.8,36.1,40.1,6.3
Jordan McRae,1,,SG,6400,WAS,@CHI,2,113,25,17,102,105,-4%,20,18,12,31,30,24,30.8,25.6,12.4,38.8,26.0,26.4,4.1,25.5,27.3,4.3
Robert Covington,,,PF,6400,MIN,IND,1,107,17,15,101,104,-18%,12,12,10,29,29,29,35.0,28.4,18.8,38.0,30.5,29.1,4.5,30.6,28.4,4.4
Danilo Gallinari,2,,SF,6300,OKC,TOR,1,107,23,20,102,101,0%,15,15,13,32,30,31,35.1,30.0,22.5,37.4,31.5,32.1,5.1,30.7,30.3,4.8
Myles Turner,6,,C,6300,IND,@MIN,1,111,18,16,105,107,1%,14,12,10,33,32,30,36.2,29.4,19.4,39.5,31.5,31.7,5.0,23,16.1,2.6
Jaylen Brown,16,,SF,6100,BOS,DET,1,114,24,18,101,110,-3%,14,15,15,30,31,34,25.9,33.8,24.4,43.2,35.0,37.6,6.2,36.9,37.4,6.1
Evan Fournier,1,,SG,6000,ORL,@LAL,1,100,25,18,103,102,-4%,19,14,14,37,33,32,30.3,29.1,21.5,36.7,0.0,0.0,0.0,0,0.0,0.0
PJ Washington,1,,PF,5900,CHA,@DEN,1,98,18,13,100,106,-2%,11,9,10,28,31,31,26.9,26.4,16.9,35.9,32.0,25.4,4.3,31.3,27.8,4.7
Buddy Hield,11,,SG,5800,SAC,DAL,1,110,27,15,101,108,-4%,15,17,18,36,36,35,34.8,33.0,23.5,42.5,35.5,33.8,5.8,37.5,28.6,4.9
Jarrett Allen,,,PF,5800,BKN,@PHI,0,107,15,21,101,104,-11%,7,6,7,24,27,27,25.4,30.5,19.1,41.9,27.0,25.8,4.4,31.4,29.5,5.1
Dwight Howard,3,,C,5700,LAL,ORL,1,110,14,19,100,103,-10%,10,6,4,26,23,20,31.9,21.9,12.2,31.5,25.5,29.0,5.1,25.9,26.7,4.7
Markelle Fultz,5,,PG,5700,ORL,@LAL,1,100,22,14,103,102,-3%,12,12,10,31,30,27,28.8,24.7,18.2,31.3,34.5,31.5,5.5,33.2,51.2,9.0
Josh Richardson,11,,SG,5700,PHI,BKN,1,114,22,13,105,105,-14%,17,15,14,35,36,33,28.0,28.6,20.1,37.0,35.0,34.3,6.0,36.7,34.0,6.0
Aaron Gordon,4,,PF,5600,ORL,@LAL,1,100,21,13,103,102,-7%,13,12,13,27,31,32,30.0,29.9,21.7,38.2,34.0,31.5,5.6,37.6,34.7,6.2
