Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,10,,SF,10900,LAL,@PHI,1,111,34,27,101,103,-4%,18,18,20,35,34,35,49.4,52.4,42.2,62.6,35.5,51.0,4.7,35.4,44.4,4.1
Anthony Davis,4,,PF,10600,LAL,@PHI,1,111,29,28,101,103,-9%,12,14,18,29,32,35,52.5,52.6,41.0,64.3,32.0,46.9,4.4,38.6,46.4,4.4
Andre Drummond,12,,C,10300,DET,BKN,0,113,24,22,105,106,9%,13,14,14,31,34,34,50.2,48.9,36.2,61.6,33.5,55.5,5.4,40.5,53.2,5.2
Karl-Anthony Towns,12,,C,9900,MIN,OKC,0,114,29,28,101,106,-2%,24,20,18,29,30,34,41.8,50.2,38.1,62.4,33.0,50.0,5.1,35.4,64.6,6.5
Ben Simmons,12,,PG,9700,PHI,LAL,2,107,22,20,103,103,-2%,11,13,12,40,40,37,52.2,43.9,32.3,55.6,39.0,50.6,5.2,41.2,59.0,6.1
Joel Embiid,,O,C,9000,PHI,LAL,2,107,31,26,103,103,-11%,17,18,16,33,32,31,45.6,47.0,35.7,58.4,0.0,0.0,0.0,0,0.0,0.0
Kyrie Irving,13,,PG,8700,BKN,@DET,1,115,33,25,101,109,2%,16,18,22,32,34,34,43.0,47.1,34.1,60.0,33.0,45.0,5.2,40,61.7,7.1
Zach LaVine,19,,SG,8600,CHI,@CLE,0,105,31,20,101,114,8%,20,22,20,33,36,34,41.4,38.6,26.5,50.6,36.0,45.1,5.2,39.4,67.0,7.8
Shai Gilgeous-Alexander,14,,SG,8100,OKC,@MIN,0,112,23,18,105,108,2%,13,13,16,37,37,36,41.9,35.8,25.1,46.5,37.0,40.2,5.0,34.1,28.4,3.5
Chris Paul,12,,PG,7400,OKC,@MIN,0,112,23,21,105,108,2%,13,14,13,29,30,32,37.7,36.1,27.0,45.3,31.5,37.5,5.1,31.7,47.8,6.5
Tobias Harris,11,,SF,7200,PHI,LAL,2,107,23,17,103,103,-5%,18,16,16,37,36,35,35.9,35.3,26.0,44.7,35.5,37.5,5.2,38.3,40.1,5.6
Kevin Love,21,,PF,7100,CLE,CHI,1,106,24,18,102,105,10%,17,16,13,32,33,32,35.2,34.9,24.3,45.6,33.0,40.0,5.6,32.6,35.2,5.0
Al Horford,8,,PF,7000,PHI,LAL,2,107,19,16,103,103,-7%,13,13,12,31,32,31,32.7,31.2,22.2,40.2,32.5,35.5,5.1,34.9,25.7,3.7
Andrew Wiggins,10,,SG,7000,MIN,OKC,0,114,28,17,101,106,-3%,19,17,20,34,34,35,36.2,37.1,27.2,46.9,34.0,35.3,5.0,33.8,27.1,3.9
Derrick Rose,19,,PG,6800,DET,BKN,0,113,32,22,105,106,10%,19,18,16,32,31,27,38.7,31.8,23.5,40.1,31.5,40.2,5.9,37,45.8,6.7
Spencer Dinwiddie,10,,SG,6400,BKN,@DET,1,115,32,18,101,109,2%,13,14,18,33,33,32,30.8,37.1,27.0,47.2,28.5,31.9,5.0,37.4,23.3,3.6
Collin Sexton,5,,PG,6300,CLE,CHI,1,106,27,16,102,105,-15%,18,19,16,36,34,32,35.5,28.1,20.9,35.2,34.5,30.4,4.8,33.7,24.9,4.0
Dennis Schroder,13,,SG,6200,OKC,@MIN,0,112,27,16,105,108,2%,17,15,15,32,33,31,35.1,29.1,19.8,38.5,32.0,31.0,5.0,31.4,34.8,5.6
Jarrett Allen,7,,PF,6200,BKN,@DET,1,115,15,20,101,109,0%,8,7,7,30,29,27,26.4,30.4,19.4,41.4,29.0,33.1,5.3,39.9,52.5,8.5
Danilo Gallinari,6,O,SF,6200,OKC,@MIN,0,112,24,20,105,108,5%,11,14,14,30,32,31,34.5,30.8,23.3,38.3,0.0,0.0,0.0,0,0.0,0.0
Tristan Thompson,16,,C,5800,CLE,CHI,1,106,18,17,102,105,13%,9,8,10,36,31,32,27.2,31.7,20.0,43.3,30.0,30.1,5.2,27.6,21.4,3.7
Dwight Howard,1,,C,5800,LAL,@PHI,1,111,14,19,101,103,-10%,7,6,4,25,24,20,30.4,22.8,13.2,32.5,27.0,29.4,5.1,16.1,8.0,1.4
