Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,13,,SF,10500,LAL,PHO,1,121,34,26,104,108,0%,18,19,20,35,35,35,49.3,51.9,42.0,61.7,34.5,52.5,5.0,30.1,35.1,3.3
Anthony Davis,11,P,PF,10400,LAL,PHO,1,121,29,28,104,108,-1%,18,16,18,38,35,35,54.3,52.7,39.9,65.4,35.0,55.5,5.3,31,47.5,4.6
Deandre Ayton,0,O,C,9000,PHO,@LAL,1,109,23,21,103,104,-11%,15,19,16,33,34,34,49.0,42.6,32.1,53.1,0.0,0.0,0.0,0,0.0,0.0
Bam Adebayo,9,,PF,8500,MIA,@GSW,0,112,21,21,103,110,2%,15,14,11,36,37,36,45.3,41.5,31.7,51.3,35.5,42.6,5.0,26.8,41.7,4.9
Jimmy Butler,4,,SG,8100,MIA,@GSW,0,112,26,24,103,110,6%,14,13,13,27,31,34,39.1,42.6,33.6,51.7,34.0,42.0,5.2,33.1,53.5,6.6
Devin Booker,5,,SG,8000,PHO,@LAL,1,109,30,21,103,104,2%,17,16,18,33,35,36,37.2,40.5,28.4,52.6,37.0,42.2,5.3,31.5,19.3,2.4
Andrew Wiggins,3,,SF,7700,GSW,MIA,1,107,27,17,100,107,-1%,16,15,19,34,34,35,39.0,37.1,26.7,47.4,32.5,38.1,4.9,34.1,24.4,3.2
Kelly Oubre,6,,SF,6700,PHO,@LAL,1,109,22,16,103,104,-4%,19,19,15,39,39,36,37.4,34.9,24.2,45.6,37.0,36.2,5.4,26.8,15.6,2.3
Draymond Green,3,,PF,6300,GSW,MIA,1,107,18,13,100,107,1%,7,7,8,27,28,29,35.7,29.7,18.6,40.7,30.0,32.7,5.2,31.4,32.3,5.1
Marquese Chriss,4,,C,5800,GSW,MIA,1,107,19,19,100,107,1%,13,9,6,28,26,19,31.4,21.1,10.7,31.5,28.0,30.8,5.3,26.7,35.8,6.2
Ricky Rubio,6,,PG,5600,PHO,@LAL,1,109,22,15,103,104,0%,7,6,11,28,29,32,25.8,33.6,22.3,44.9,31.5,30.1,5.4,24.6,26.1,4.7
Goran Dragic,8,,PG,5400,MIA,@GSW,0,112,26,16,103,110,8%,16,13,13,30,30,29,30.8,28.0,19.4,36.6,27.5,26.6,4.9,29.6,23.4,4.3
Damion Lee,2,,SG,4900,GSW,MIA,1,107,19,12,100,107,-3%,9,10,10,26,29,29,23.5,24.0,14.4,33.6,28.5,24.6,5.0,30,28.9,5.9
Derrick Jones Jr.,1,,SF,4700,MIA,@GSW,0,112,14,14,103,110,5%,6,7,7,28,30,26,26.4,21.0,11.7,30.3,24.5,20.2,4.3,19.8,11.2,2.4
Mikal Bridges,1,,SF,4600,PHO,@LAL,1,109,12,13,103,104,-4%,7,9,6,33,35,26,28.9,20.0,9.6,30.4,31.0,22.6,4.9,30.7,33.7,7.3
Kendrick Nunn,9,,PG,4600,MIA,@GSW,0,112,24,14,103,110,8%,19,14,14,31,29,31,21.3,26.0,16.9,35.1,28.5,25.5,5.5,23.1,7.2,1.6
Eric Paschall,0,,PF,4400,GSW,MIA,1,107,21,14,100,107,1%,14,11,11,31,26,28,20.0,23.3,12.5,34.1,25.0,22.1,5.0,16.6,14.2,3.2
Duncan Robinson,5,,SG,4400,MIA,@GSW,0,112,15,13,103,110,8%,12,10,9,40,34,30,24.9,20.6,12.5,28.7,32.5,23.1,5.3,36.8,22.7,5.2
Kyle Kuzma,5,,PF,4300,LAL,PHO,1,121,22,12,104,108,-1%,8,10,11,25,25,25,25.7,21.0,11.7,30.3,25.5,21.9,5.1,20.4,31.6,7.3
Dwight Howard,1,,C,4300,LAL,PHO,1,121,14,19,104,108,2%,6,3,4,17,17,20,16.4,22.2,12.6,31.7,16.5,19.5,4.5,24.9,32.0,7.4
Rajon Rondo,,,PG,4300,LAL,PHO,1,121,22,13,104,108,4%,7,7,7,18,20,21,16.3,20.0,9.2,30.8,21.0,20.3,4.7,26.7,38.8,9.0
Jordan Poole,1,,SG,4300,GSW,MIA,1,107,21,6,100,107,-10%,13,8,8,25,19,21,16.6,14.3,6.3,22.4,23.5,17.3,4.0,31,22.2,5.2
Jae Crowder,11,,SF,4200,MIA,@GSW,0,112,16,11,103,110,0%,8,7,9,30,29,30,26.6,25.5,14.2,36.8,25.0,21.5,5.1,31.5,39.6,9.4
Danny Green,3,,SG,4100,LAL,PHO,1,121,15,12,104,108,0%,7,7,7,30,25,25,20.3,19.3,10.2,28.5,26.5,21.4,5.2,25.4,12.7,3.1
Avery Bradley,,,SG,4000,LAL,PHO,1,121,16,9,104,108,0%,11,10,8,28,25,24,22.8,14.7,6.6,22.7,25.0,16.4,4.1,22.7,15.0,3.8
Andre Iguodala,,P,SG,3900,MIA,@GSW,0,112,,,103,110,5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,20.0,16.0,4.1,16.9,10.0,2.6
Meyers Leonard,,O,C,3800,MIA,@GSW,0,112,12,11,103,110,2%,9,6,5,22,20,20,13.9,14.8,5.9,23.6,0.0,0.0,0.0,0,0.0,0.0
JaVale McGee,1,,C,3800,LAL,PHO,1,121,15,21,104,108,2%,5,5,5,19,16,17,16.4,20.9,11.2,30.6,15.5,19.4,5.1,15,12.4,3.3
Ky Bowman,6,,PG,3800,GSW,MIA,1,107,18,9,100,107,-10%,4,6,7,23,22,23,14.7,17.3,6.5,28.1,28.5,20.5,5.4,15.3,7.6,2.0
Cameron Johnson,1,,SF,3700,PHO,@LAL,1,109,16,12,103,104,0%,7,6,6,19,19,20,14.9,14.5,6.0,23.1,29.0,19.0,5.1,21.8,22.0,5.9
Dario Saric,,O,PF,3700,PHO,@LAL,1,109,17,13,103,104,-8%,6,7,9,23,24,26,18.2,22.2,11.1,33.3,0.0,0.0,0.0,0,0.0,0.0
Tyler Herro,,O,SG,3700,MIA,@GSW,0,112,22,12,103,110,8%,13,14,12,27,32,29,26.3,22.6,13.4,31.8,0.0,0.0,0.0,0,0.0,0.0
Kelly Olynyk,1,,C,3600,MIA,@GSW,0,112,16,13,103,110,2%,5,5,6,16,21,20,16.0,17.1,7.3,27.0,11.5,9.8,2.7,20.7,39.7,11.0
Aron Baynes,,O,C,3600,PHO,@LAL,1,109,20,15,103,104,-11%,6,5,9,14,16,23,12.9,23.0,11.9,34.0,0.0,0.0,0.0,0,0.0,0.0
Ty Jerome,,,SG,3600,PHO,@LAL,1,109,,,103,104,0%,4,4,4,13,13,12,11.0,10.1,1.7,18.5,0.0,0.0,0.0,20.1,18.8,5.2
Gabe Vincent,,,PG,3500,MIA,@GSW,0,112,,,103,110,8%,9,6,6,19,13,13,7.7,7.7,0.3,15.1,0.0,0.0,0.0,1.6,0.0,0.0
Kostas Antetokounmpo,,O,PF,3500,LAL,PHO,1,121,,,104,108,-1%,0,0,0,2,2,2,0.9,0.9,0.1,1.7,0.0,0.0,0.0,0,0.0,0.0
Chris Silva,,,PF,3500,MIA,@GSW,0,112,,,103,110,2%,4,2,2,11,8,8,7.8,8.7,1.1,16.2,0.0,0.0,0.0,0.2,0.0,0.0
Jalen Lecque,,,PG,3500,PHO,@LAL,1,109,,,103,104,0%,3,2,2,10,7,7,2.8,2.8,0.1,5.6,0.0,0.0,0.0,4.8,3.5,1.0
Tariq Owens,,,C,3500,PHO,@LAL,1,109,,,103,104,-11%,2,2,2,5,5,5,3.7,3.7,2.7,4.7,0.0,0.0,0.0,4.8,3.2,0.9
Jared Harper,,O,PG,3500,PHO,@LAL,1,109,,,103,104,0%,2,1,1,3,3,3,0.7,0.7,-0.5,1.8,0.0,0.0,0.0,0,0.0,0.0
Jeremy Pargo,1,,PG,3500,GSW,MIA,1,107,,,100,107,-10%,6,6,6,14,14,14,16.4,16.4,16.4,16.4,0.0,0.0,0.0,9.2,6.0,1.7
Juan Toscano-Anderson,,,SF,3500,GSW,MIA,1,107,,,100,107,1%,6,6,6,19,19,19,10.6,10.6,10.6,10.6,10.5,7.5,2.1,13.9,12.1,3.5
Devontae Cacok,,O,PF,3500,LAL,PHO,1,121,,,104,108,-1%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kyle Alexander,,O,C,3500,MIA,@GSW,0,112,,,103,110,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Talen Horton-Tucker,,O,SG,3500,LAL,PHO,1,121,,,104,108,4%,1,1,1,3,3,3,3.0,3.0,0.9,5.1,0.0,0.0,0.0,0,0.0,0.0
KZ Okpala,,O,SF,3500,MIA,@GSW,0,112,,,103,110,0%,3,1,1,11,5,5,4.5,4.5,-5.5,14.5,0.0,0.0,0.0,0,0.0,0.0
Alen Smailagic,,,PF,3500,GSW,MIA,1,107,,,100,107,1%,4,3,3,13,10,11,10.3,10.5,5.8,15.2,0.0,0.0,0.0,4.8,2.2,0.6
Troy Daniels,,,SG,3500,LAL,PHO,1,121,15,9,104,108,0%,2,3,4,11,9,12,4.6,6.9,1.2,12.6,0.0,0.0,0.0,4.8,5.4,1.5
Tyler Johnson,,,PG,3500,PHO,@LAL,1,109,17,8,103,104,2%,4,5,6,12,13,17,8.6,11.7,5.2,18.2,0.0,0.0,0.0,0,0.0,0.0
Alex Caruso,,,PG,3500,LAL,PHO,1,121,14,10,104,108,0%,5,4,5,17,14,19,11.3,13.9,6.8,21.1,15.5,12.8,3.7,4.8,0.0,0.0
Frank Kaminsky,,O,PF,3500,PHO,@LAL,1,109,21,15,103,104,-8%,6,7,9,18,17,23,17.1,22.2,12.1,32.3,0.0,0.0,0.0,0,0.0,0.0
Solomon Hill,,,SF,3500,MIA,@GSW,0,112,14,10,103,110,5%,3,3,5,20,19,19,9.4,13.8,7.3,20.3,0.0,0.0,0.0,0,0.0,0.0
DeMarcus Cousins,,O,C,3500,LAL,PHO,1,121,,,104,108,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Quinn Cook,,,PG,3500,LAL,PHO,1,121,21,11,104,108,4%,2,3,5,4,4,12,3.3,8.5,0.0,17.1,0.0,0.0,0.0,4.8,2.7,0.8
Kentavious Caldwell-Pope,,,SG,3500,LAL,PHO,1,121,15,12,104,108,0%,6,6,8,26,26,26,12.8,17.5,10.8,24.1,23.0,16.1,4.6,24.7,22.2,6.3
Stephen Curry,,O,PG,3500,GSW,MIA,1,107,,,100,107,-10%,14,17,17,26,28,28,37.5,37.5,25.6,49.4,0.0,0.0,0.0,0,0.0,0.0
Elie Okobo,,,SG,3500,PHO,@LAL,1,109,16,12,103,104,0%,2,2,3,20,22,13,12.2,10.6,2.3,18.9,16.0,11.7,3.3,16.3,4.4,1.3
Jevon Carter,,,PG,3500,PHO,@LAL,1,109,14,10,103,104,0%,6,6,4,17,20,14,13.7,10.7,2.7,18.7,14.5,10.4,3.0,19.6,15.9,4.5
Udonis Haslem,,,PF,3500,MIA,@GSW,0,112,,,103,110,0%,0,0,0,3,4,4,2.9,2.9,0.4,5.4,0.0,0.0,0.0,0,0.0,0.0
Jared Dudley,,,SF,3500,LAL,PHO,1,121,,,104,108,0%,0,2,1,4,7,8,6.4,4.8,-1.0,10.5,0.0,0.0,0.0,4.8,2.4,0.7
Kevon Looney,,,C,3500,GSW,MIA,1,107,,,100,107,-1%,7,4,4,16,13,11,12.7,9.5,3.3,15.6,14.0,13.8,3.9,16.4,7.1,2.0
Cheick Diallo,2,,PF,3500,PHO,@LAL,1,109,17,17,103,104,-8%,3,5,3,15,16,10,16.2,9.6,0.7,18.4,30.0,25.6,7.3,39,25.3,7.2
