Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
James Harden,14,,SG,11500,HOU,UTA,1,118,37,29,101,106,-1%,15,21,24,33,36,38,59.3,58.4,44.7,72.2,37.0,57.3,5.0,38.8,63.0,5.5
Andre Drummond,3,,C,10300,CLE,LAC,3,113,25,22,105,105,5%,21,17,14,37,35,34,50.4,49.0,36.9,61.2,32.0,48.2,4.7,29,45.3,4.4
Russell Westbrook,18,,PG,10100,HOU,UTA,1,118,35,21,101,106,-1%,26,28,23,37,39,36,53.5,49.9,38.8,61.0,37.0,56.5,5.6,37.7,55.2,5.5
Damian Lillard,12,,PG,9900,POR,MIA,1,116,32,27,100,107,-10%,25,26,21,40,38,38,58.3,48.7,35.5,62.0,38.5,50.6,5.1,37.5,52.8,5.3
Kawhi Leonard,,O,PF,9500,LAC,@CLE,0,119,34,27,101,114,6%,15,18,20,29,30,32,46.4,48.6,38.6,58.6,0.0,0.0,0.0,0,0.0,0.0
Paul George,11,,SF,8600,LAC,@CLE,0,119,31,21,101,114,6%,17,15,18,26,26,30,37.3,39.1,26.3,52.0,33.5,46.5,5.4,24.2,38.2,4.4
Hassan Whiteside,10,,C,8300,POR,MIA,1,116,19,25,100,107,-5%,9,10,11,30,31,31,47.3,43.0,29.7,56.4,33.0,46.8,5.6,35.1,44.4,5.3
Bam Adebayo,13,,PF,8000,MIA,@POR,1,111,21,21,103,111,5%,16,13,11,38,37,35,43.2,41.0,30.6,51.3,36.0,42.3,5.3,35.1,43.9,5.5
Rudy Gobert,10,,C,7900,UTA,@HOU,1,115,16,23,106,108,1%,10,8,9,37,35,35,36.7,41.9,32.0,51.9,35.0,42.6,5.4,36.9,35.0,4.4
Jimmy Butler,,O,SG,7800,MIA,@POR,1,111,26,24,103,111,-4%,14,13,13,27,31,34,39.1,42.6,33.6,51.7,0.0,0.0,0.0,0,0.0,0.0
Kevin Love,4,,PF,7500,CLE,LAC,3,113,24,18,105,105,-4%,19,16,14,38,33,32,38.0,35.2,24.6,45.8,31.0,34.5,4.6,25.8,25.8,3.4
Donovan Mitchell,14,,SG,7100,UTA,@HOU,1,115,31,20,106,108,5%,20,19,21,36,34,35,30.3,38.4,29.4,47.4,34.5,38.6,5.4,36.5,36.0,5.1
