Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,8,,SF,12000,MIL,SAS,2,120,38,34,103,109,-2%,18,18,20,29,29,31,53.2,58.5,47.2,69.7,31.0,58.3,4.9,28.9,46.1,3.8
Luka Doncic,17,,PG,10900,DAL,CHA,1,115,39,31,100,110,-2%,24,20,20,37,34,33,53.6,55.3,43.2,67.4,34.5,56.9,5.2,43,69.4,6.4
Andre Drummond,8,,C,9700,DET,@GSW,1,108,24,22,102,109,-1%,13,13,14,32,32,34,43.4,48.4,34.7,62.1,34.5,51.1,5.3,28.6,51.1,5.3
Kawhi Leonard,3,,PF,9300,LAC,MEM,1,121,34,25,106,110,6%,19,19,20,31,33,32,46.6,46.2,37.5,55.0,35.5,55.4,6.0,35.2,39.1,4.2
Trae Young,7,,PG,9000,ATL,IND,0,107,36,23,101,104,1%,22,26,22,36,39,36,54.4,47.4,35.3,59.5,35.0,47.4,5.3,37,59.8,6.6
Nikola Jokic,8,,C,8900,DEN,@WAS,1,118,28,24,106,114,6%,16,16,14,28,29,31,38.5,41.6,30.4,52.8,32.0,44.7,5.0,30.3,33.0,3.7
Rudy Gobert,1,,C,8800,UTA,@ORL,1,105,16,21,100,105,-8%,11,9,9,35,36,35,41.3,40.8,30.7,50.8,35.5,38.9,4.4,33.6,37.4,4.2
Pascal Siakam,,O,SF,8700,TOR,@BKN,1,108,29,19,105,105,-2%,24,22,21,35,36,37,46.8,43.7,33.7,53.6,0.0,0.0,0.0,0,0.0,0.0
Brad Beal,1,O,SG,8600,WAS,DEN,0,105,33,21,100,104,-3%,29,25,22,33,37,37,49.1,45.0,33.5,56.5,0.0,0.0,0.0,0,0.0,0.0
Brandon Ingram,8,,SF,8500,NOR,@SAC,0,112,29,22,99,108,5%,22,19,19,36,36,35,43.4,42.3,34.1,50.4,36.0,40.8,4.8,31.3,31.5,3.7
Kristaps Porzingis,,O,PF,8400,DAL,CHA,1,115,25,17,100,110,10%,11,14,16,28,33,33,38.1,38.7,28.1,49.4,0.0,0.0,0.0,0,0.0,0.0
D'Angelo Russell,,O,SG,8400,GSW,DET,1,106,33,20,102,110,6%,23,21,19,33,32,32,41.3,38.3,23.9,52.8,0.0,0.0,0.0,0,0.0,0.0
LaMarcus Aldridge,6,,PF,8400,SAS,@MIL,1,108,23,22,107,99,-1%,13,17,15,35,33,34,47.7,39.4,27.8,51.1,32.5,39.0,4.6,32.8,31.0,3.7
Paul George,,O,SF,8400,LAC,MEM,1,121,31,21,106,110,6%,23,18,18,39,35,32,35.2,39.5,25.9,53.1,0.0,0.0,0.0,0,0.0,0.0
Kyrie Irving,,O,PG,8400,BKN,TOR,1,110,35,26,103,101,-2%,25,24,24,36,36,35,47.8,50.5,38.8,62.2,0.0,0.0,0.0,0,0.0,0.0
Jrue Holiday,5,,SG,8300,NOR,@SAC,0,112,27,17,99,108,-6%,16,17,18,36,34,36,39.2,40.2,30.5,50.0,35.5,40.4,4.9,34.5,35.5,4.3
Domas Sabonis,9,,PF,8300,IND,@ATL,1,114,23,20,106,111,3%,14,13,14,34,34,34,39.9,41.1,32.9,49.2,33.5,44.7,5.4,34.2,45.2,5.4
Spencer Dinwiddie,,,PG,8200,BKN,TOR,1,110,33,20,103,101,-2%,23,21,18,32,32,32,40.2,38.0,28.0,48.0,33.5,39.7,4.8,30.6,36.1,4.4
Nikola Vucevic,5,,C,8200,ORL,UTA,0,101,25,23,102,103,0%,19,18,16,32,33,32,43.5,41.7,31.8,51.6,32.0,41.4,5.0,32.6,45.6,5.6
Jayson Tatum,2,,PF,8100,BOS,@CHI,0,104,28,18,103,103,2%,17,16,18,37,35,35,33.3,37.6,27.2,48.1,35.0,38.6,4.8,35.9,48.4,6.0
Kemba Walker,,O,PG,8000,BOS,@CHI,0,104,29,22,103,103,-15%,21,18,18,35,32,33,34.2,38.2,27.0,49.3,0.0,0.0,0.0,0,0.0,0.0
Kyle Lowry,1,,PG,7900,TOR,@BKN,1,108,24,18,105,105,12%,16,15,15,38,38,39,36.8,40.0,32.7,47.3,38.0,42.0,5.3,42.8,46.3,5.9
Zach LaVine,3,,SG,7900,CHI,BOS,1,104,31,18,101,102,-10%,25,21,19,36,35,34,38.2,36.3,25.0,47.5,35.5,38.2,4.8,38,53.9,6.8
DeMar DeRozan,7,,SG,7800,SAS,@MIL,1,108,27,20,107,99,-3%,22,17,16,38,35,35,42.4,37.0,29.0,45.1,35.0,35.9,4.6,31.9,40.3,5.2
Shai Gilgeous-Alexander,5,,SG,7800,OKC,@CLE,1,110,24,17,101,113,13%,17,18,16,36,37,36,43.0,34.0,23.1,45.0,35.5,35.9,4.6,34.4,32.4,4.2
Fred Van Vleet,1,,SG,7700,TOR,@BKN,1,108,24,16,105,105,12%,15,18,15,34,36,37,37.7,37.8,27.6,48.0,37.5,40.6,5.3,36.2,52.3,6.8
John Collins,3,,PF,7600,ATL,IND,0,107,22,21,101,104,-5%,18,16,14,33,32,32,40.9,40.0,29.8,50.3,0.0,0.0,0.0,0,0.0,0.0
Donovan Mitchell,2,,SG,7500,UTA,@ORL,1,105,31,20,100,105,1%,15,18,21,35,37,35,37.9,38.9,30.6,47.1,36.0,39.1,5.2,35.1,45.6,6.1
Devonte' Graham,4,,SG,7400,CHA,@DAL,1,103,27,17,102,106,-9%,10,15,16,40,39,35,37.8,35.5,25.9,45.1,36.5,36.0,4.9,44.1,51.9,7.0
Jaylen Brown,2,,SF,7400,BOS,@CHI,0,104,24,20,103,103,-6%,13,14,15,36,34,34,37.4,35.5,26.5,44.6,35.0,34.6,4.7,34.7,27.9,3.8
De'Aaron Fox,15,,PG,7300,SAC,NOR,1,114,30,21,105,109,9%,14,15,14,31,32,31,43.5,36.4,24.4,48.5,32.5,43.5,6.0,33.1,28.1,3.8
Khris Middleton,2,,SG,7200,MIL,SAS,2,120,26,20,103,109,1%,19,19,15,32,31,29,40.2,33.1,25.9,40.4,31.0,35.9,5.0,31.2,29.5,4.1
Chris Paul,5,,PG,7200,OKC,@CLE,1,110,23,21,101,113,8%,15,16,12,34,34,32,41.5,36.1,27.0,45.2,33.0,36.6,5.1,30.4,22.8,3.2
Serge Ibaka,3,,PF,7100,TOR,@BKN,1,108,24,17,105,105,-2%,16,13,12,34,31,26,31.8,28.2,19.0,37.3,33.5,38.6,5.4,28.2,38.4,5.4
Victor Oladipo,,O,SG,7100,IND,@ATL,1,114,,,106,111,7%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kevin Love,1,,PF,7000,CLE,OKC,1,104,23,18,100,105,-10%,12,14,12,31,32,31,36.7,34.7,23.6,45.8,32.0,34.7,5.0,29.7,14.1,2.0
Gordon Hayward,1,,SF,7000,BOS,@CHI,0,104,22,21,103,103,2%,16,13,13,36,32,32,33.3,33.5,22.4,44.6,34.5,34.5,4.9,34.2,34.5,4.9
Richaun Holmes,9,,PF,6900,SAC,NOR,1,114,16,22,105,109,2%,12,11,9,33,35,30,36.7,31.7,20.0,43.5,32.5,36.4,5.3,34.3,35.4,5.1
Will Barton,8,,SF,6800,DEN,@WAS,1,118,20,16,106,114,8%,14,14,13,35,34,33,36.2,32.6,23.1,42.0,33.0,30.9,4.5,30.9,15.1,2.2
Jonas Valanciunas,0,,C,6700,MEM,@LAC,1,111,22,21,105,103,4%,10,11,11,26,26,25,31.4,31.1,19.5,42.8,25.5,29.8,4.4,22.2,34.9,5.2
Draymond Green,6,,PF,6600,GSW,DET,1,106,19,13,102,110,7%,8,11,8,29,30,29,30.6,29.7,19.0,40.3,31.5,34.2,5.2,21.6,15.7,2.4
Jaren Jackson,,,PF,6500,MEM,@LAC,1,111,24,17,105,103,-4%,13,14,14,29,31,29,32.5,30.8,20.8,40.7,31.5,34.2,5.3,33.9,41.2,6.3
