Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Giannis Antetokounmpo,6,,SF,11800,MIL,MIN,1,120,38,34,105,108,-4%,21,17,20,29,29,31,53.1,58.4,47.0,69.8,29.0,55.5,4.7,31.5,60.4,5.1
LeBron James,14,,SF,11000,LAL,PHO,2,119,34,26,105,109,1%,13,18,20,36,36,36,49.6,52.3,41.5,63.2,35.5,54.5,5.0,38.1,68.6,6.2
Anthony Davis,9,P,PF,10800,LAL,PHO,2,119,30,29,105,109,-2%,14,19,19,36,38,35,50.4,53.2,42.6,63.7,35.5,55.8,5.2,37.9,42.2,3.9
Karl-Anthony Towns,,O,C,10000,MIN,@MIL,1,102,29,29,107,99,3%,19,17,18,36,36,34,50.1,52.1,40.4,63.8,0.0,0.0,0.0,0,0.0,0.0
Damian Lillard,8,,PG,9300,POR,@NYK,1,115,30,25,101,110,2%,19,21,20,39,38,38,46.3,45.2,35.7,54.7,37.5,45.6,4.9,35.4,36.0,3.9
Hassan Whiteside,11,,C,9100,POR,@NYK,1,115,20,25,101,110,-5%,12,10,11,36,33,29,46.3,41.2,29.0,53.3,33.5,45.2,5.0,33.1,46.4,5.1
Brad Beal,2,,SG,8800,WAS,ORL,1,110,33,21,100,105,2%,31,26,22,37,38,37,52.4,45.3,33.7,56.9,34.0,42.9,4.9,30.3,37.3,4.2
Nikola Vucevic,3,,C,8400,ORL,@WAS,1,113,25,23,106,114,6%,18,18,16,34,33,32,46.7,41.7,31.3,52.0,32.5,43.3,5.2,30.5,39.4,4.7
Julius Randle,14,,PF,7500,NYK,POR,3,111,27,17,104,109,-1%,24,19,15,37,33,32,41.5,34.3,24.9,43.8,34.5,39.3,5.2,29.9,45.1,6.0
Khris Middleton,11,,SG,7400,MIL,MIN,1,120,26,21,105,108,7%,18,18,15,32,31,29,39.5,33.2,25.8,40.6,30.5,35.5,4.8,32.5,31.6,4.3
Ricky Rubio,5,,PG,7300,PHO,@LAL,1,108,24,17,103,102,-3%,14,12,13,34,32,33,38.0,36.7,26.7,46.7,33.5,34.5,4.7,26,26.5,3.6
Devin Booker,16,,SG,7200,PHO,@LAL,1,108,29,20,103,102,-1%,21,19,18,39,37,36,40.6,38.6,26.6,50.7,37.0,37.0,5.1,37.2,41.9,5.8
C.J. McCollum,7,,SG,7100,POR,@NYK,1,115,26,17,101,110,-1%,19,21,20,38,38,37,34.6,36.2,24.5,47.9,37.5,35.8,5.0,32.4,27.8,3.9
Deandre Ayton,4,,C,7000,PHO,@LAL,1,108,,,103,102,-14%,14,14,14,22,26,26,34.2,34.2,19.9,48.4,27.0,29.8,4.3,31.5,39.8,5.7
Andrew Wiggins,,O,SG,7000,MIN,@MIL,1,102,29,18,107,99,-13%,23,22,21,41,39,36,37.3,39.2,29.7,48.6,0.0,0.0,0.0,0,0.0,0.0
Kelly Oubre,8,,SF,6900,PHO,@LAL,1,108,21,15,103,102,-4%,18,14,14,41,36,34,36.4,33.1,21.4,44.8,36.0,32.4,4.7,36.3,45.7,6.6
Mitchell Robinson,7,,C,6800,NYK,POR,3,111,15,24,104,109,9%,6,6,6,21,23,23,30.1,27.4,19.2,35.7,25.5,32.9,4.8,27.4,37.6,5.5
Jonathan Isaac,3,,SF,6700,ORL,@WAS,1,113,18,17,106,114,5%,13,10,11,31,31,31,39.8,34.5,22.7,46.4,33.0,35.0,5.2,2,6.2,0.9
Gorgui Dieng,12,,C,6200,MIN,@MIL,1,102,17,18,107,99,3%,10,10,6,28,33,17,39.6,20.2,6.7,33.6,30.0,37.1,6.0,23.5,25.7,4.1
Aaron Gordon,,O,PF,6100,ORL,@WAS,1,113,21,13,106,114,5%,13,14,13,28,30,32,30.5,29.3,20.0,38.6,0.0,0.0,0.0,0,0.0,0.0
Elfrid Payton,8,,PG,5900,NYK,POR,3,111,21,15,104,109,4%,10,8,8,31,28,24,27.4,24.7,13.7,35.7,30.0,31.6,5.4,25,26.8,4.5
Evan Fournier,3,,SG,5900,ORL,@WAS,1,113,25,18,106,114,7%,19,15,15,34,32,31,28.1,29.1,21.3,37.0,35.0,31.9,5.4,37.6,27.8,4.7
Dave Bertans,,O,PF,5900,WAS,ORL,1,110,17,17,100,105,-5%,14,13,11,38,35,30,28.2,26.9,17.8,36.1,0.0,0.0,0.0,0,0.0,0.0
Eric Bledsoe,5,,PG,5600,MIL,MIN,1,120,25,20,105,108,5%,7,9,12,17,23,27,30.6,31.7,22.5,40.9,22.0,26.0,4.6,20.2,24.2,4.3
Jordan McRae,1,,SG,5400,WAS,ORL,1,110,22,19,100,105,2%,15,11,9,32,25,21,28.1,22.4,10.1,34.7,25.5,26.1,4.8,31.1,25.9,4.8
Carmelo Anthony,10,,SF,5300,POR,@NYK,1,115,23,12,101,110,8%,15,15,15,35,35,33,27.5,29.1,19.0,39.2,34.5,31.1,5.9,31.3,33.4,6.3
R.J. Barrett,3,,SG,5300,NYK,POR,3,111,23,10,104,109,-1%,12,13,13,28,29,32,20.0,26.3,15.1,37.6,29.5,25.5,4.8,24.6,8.8,1.7
Markelle Fultz,1,,PG,5300,ORL,@WAS,1,113,22,14,106,114,7%,9,9,10,30,28,27,20.3,23.6,17.8,29.3,30.0,27.5,5.2,22.4,37.8,7.1
Thomas Bryant,,O,C,5200,WAS,ORL,1,110,19,19,100,105,-7%,9,9,10,26,27,28,27.0,31.1,21.5,40.8,0.0,0.0,0.0,0,0.0,0.0
Brook Lopez,7,,C,5200,MIL,MIN,1,120,17,14,105,108,1%,13,12,9,27,27,27,29.9,27.4,16.6,38.1,26.0,26.0,5.0,31,38.3,7.4
Rui Hachimura,,O,PF,5200,WAS,ORL,1,110,19,14,100,105,-2%,7,12,12,23,31,29,23.8,25.0,14.5,35.5,0.0,0.0,0.0,0,0.0,0.0
Marcus Morris,2,,SF,5200,NYK,POR,3,111,,,104,109,-1%,13,11,14,29,26,32,23.6,29.8,18.0,41.6,28.5,26.5,5.1,33.4,30.9,5.9
Robert Covington,10,,PF,5100,MIN,@MIL,1,102,17,13,107,99,-13%,11,11,10,35,33,29,28.0,26.4,17.4,35.4,31.5,29.8,5.8,33.3,35.7,7.0
Jeff Teague,,O,PG,5000,MIN,@MIL,1,102,22,17,107,99,1%,11,10,10,23,26,29,24.7,28.0,17.3,38.8,0.0,0.0,0.0,0,0.0,0.0
Gary Payton II,,,SG,5000,WAS,ORL,1,110,,,100,105,-2%,9,8,8,22,27,27,34.9,34.9,23.8,46.0,21.0,22.1,4.4,9.8,6.6,1.3
Ishmael Smith,,,PG,5000,WAS,ORL,1,110,19,13,100,105,-2%,15,12,10,26,24,26,21.8,22.8,12.6,33.0,22.0,19.0,3.8,28.4,23.5,4.7
Ian Mahinmi,2,,C,4900,WAS,ORL,1,110,17,17,100,105,-7%,10,7,6,28,25,21,28.1,23.0,13.8,32.1,26.5,25.9,5.3,19.6,8.4,1.7
Ersan Ilyasova,2,,PF,4900,MIL,MIN,1,120,17,20,105,108,-4%,9,8,6,23,20,17,27.4,18.9,9.9,27.8,18.0,17.5,3.6,16.9,20.5,4.2
Kyle Kuzma,9,,PF,4800,LAL,PHO,2,119,22,11,105,109,-2%,12,13,10,28,26,24,21.5,18.7,9.8,27.6,27.5,23.1,4.8,27.2,28.3,5.9
Shabazz Napier,18,,PG,4800,MIN,@MIL,1,102,24,12,107,99,1%,18,13,8,28,26,20,26.5,19.0,8.4,29.6,31.5,30.3,6.3,31.1,34.7,7.2
Troy Brown,2,,SF,4800,WAS,ORL,1,110,17,14,100,105,-5%,13,14,8,33,31,24,29.0,22.4,12.3,32.4,27.5,24.1,5.0,28.3,24.9,5.2
Isaiah Thomas,1,,PG,4600,WAS,ORL,1,110,25,14,100,105,-2%,16,14,12,26,27,25,22.2,22.8,14.4,31.2,26.0,23.8,5.2,19.2,11.5,2.5
Terrence Ross,1,,SG,4500,ORL,@WAS,1,113,22,13,106,114,7%,9,12,11,28,27,25,20.8,20.3,13.4,27.2,28.5,23.6,5.2,24.4,20.0,4.4
Moritz Wagner,,O,C,4500,WAS,ORL,1,110,21,19,100,105,-2%,5,8,8,22,24,20,23.0,22.8,13.2,32.5,0.0,0.0,0.0,0,0.0,0.0
Cameron Johnson,1,,SF,4500,PHO,@LAL,1,108,16,13,103,102,-3%,3,6,7,16,21,21,13.5,15.8,7.6,24.1,19.5,12.9,2.9,14.2,8.6,1.9
