Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
LeBron James,11,,SF,11400,LAL,NOR,1,118,34,27,105,109,1%,16,18,20,36,37,36,55.5,52.9,41.8,63.9,36.0,56.8,5.0,37.2,53.1,4.7
James Harden,8,,SG,11100,HOU,PHI,2,116,38,32,102,103,-9%,22,22,25,37,37,38,59.7,60.5,48.8,72.3,36.5,55.6,5.0,40.8,74.7,6.7
Anthony Davis,16,P,PF,10400,LAL,NOR,1,118,30,28,105,109,2%,14,17,20,37,37,36,45.5,52.8,42.1,63.6,36.0,55.3,5.3,38,72.1,6.9
Damian Lillard,15,,PG,9300,POR,@WAS,1,120,30,24,106,114,8%,20,20,20,37,37,38,44.3,44.9,35.4,54.4,37.5,47.5,5.1,34.3,45.1,4.8
Hassan Whiteside,12,,C,9300,POR,@WAS,1,120,20,25,106,114,6%,13,10,11,35,32,30,42.1,41.3,29.3,53.3,33.5,49.4,5.3,33.1,63.7,6.8
Joel Embiid,6,,C,9200,PHI,@HOU,2,112,31,26,106,107,-4%,19,16,16,34,31,31,46.3,47.4,35.8,59.1,32.0,46.2,5.0,32.9,44.9,4.9
Russell Westbrook,8,,PG,9100,HOU,PHI,2,116,34,19,102,103,-9%,25,25,22,36,37,36,47.9,47.2,37.1,57.4,36.5,46.2,5.1,35.3,39.4,4.3
Trae Young,2,,PG,8800,ATL,@BOS,3,107,36,23,101,102,-10%,26,26,22,38,39,36,55.4,47.6,35.3,59.8,35.0,42.1,4.8,36.7,43.0,4.9
Brandon Ingram,6,,SF,8600,NOR,@LAL,4,108,29,22,103,102,-2%,17,17,19,35,36,35,44.1,42.6,34.5,50.7,36.0,39.8,4.6,35.1,33.1,3.8
Brad Beal,,O,SG,8600,WAS,POR,1,113,33,21,104,109,-5%,29,25,22,33,37,37,49.1,45.0,33.5,56.5,0.0,0.0,0.0,0,0.0,0.0
Bam Adebayo,3,,PF,8600,MIA,@ORL,0,103,20,20,100,105,-8%,10,11,10,36,37,34,38.4,40.1,28.6,51.5,36.0,39.8,4.6,34.8,34.5,4.0
Jimmy Butler,5,,SG,8500,MIA,@ORL,0,103,26,24,100,105,1%,10,13,14,35,36,35,42.0,43.6,34.5,52.6,35.5,40.4,4.8,34.7,48.5,5.7
Ben Simmons,9,,PG,8500,PHI,@HOU,2,112,22,19,106,107,-2%,12,12,11,38,38,36,47.2,41.7,32.8,50.5,36.5,42.3,5.0,42.2,79.1,9.3
Jrue Holiday,7,,SG,8400,NOR,@LAL,4,108,27,17,103,102,-4%,17,19,18,32,34,36,41.2,40.6,31.0,50.2,35.5,38.9,4.6,35.6,27.6,3.3
Nikola Vucevic,7,,C,8400,ORL,MIA,1,104,25,23,101,105,-7%,20,18,16,33,32,32,42.0,41.6,31.5,51.7,32.0,40.6,4.8,32.9,44.7,5.3
Jayson Tatum,11,,PF,8100,BOS,ATL,2,117,28,18,106,111,23%,13,18,19,36,35,35,41.1,38.0,27.5,48.4,35.0,43.4,5.4,36.9,27.3,3.4
Devin Booker,8,,SG,8000,PHO,NYK,1,115,29,20,101,110,-3%,21,20,18,38,38,36,42.1,38.8,26.9,50.6,36.5,39.5,4.9,38.5,48.1,6.0
Kemba Walker,0,O,PG,7900,BOS,ATL,2,117,29,22,106,111,-1%,21,18,18,35,32,33,34.2,38.2,27.0,49.3,0.0,0.0,0.0,0,0.0,0.0
John Collins,4,,PF,7800,ATL,@BOS,3,107,22,21,101,102,-2%,18,16,14,33,32,32,40.9,40.0,29.8,50.3,32.5,39.3,5.0,22.1,26.1,3.3
Julius Randle,12,,PF,7600,NYK,@PHO,1,109,27,18,105,109,0%,18,20,15,34,34,32,45.5,34.7,25.2,44.1,34.0,37.6,4.9,34.6,39.1,5.1
Clint Capela,7,,C,7600,HOU,PHI,2,116,15,21,102,103,-12%,11,10,10,29,35,34,36.6,40.3,29.2,51.3,34.5,37.4,4.9,36.9,60.3,7.9
Ricky Rubio,5,,PG,7500,PHO,NYK,1,115,24,17,101,110,2%,10,11,12,30,32,32,35.1,36.3,26.3,46.3,33.0,37.1,4.9,32.6,29.8,4.0
Jaylen Brown,4,P,SF,7500,BOS,ATL,2,117,24,20,106,111,7%,16,14,15,33,32,34,39.3,35.4,26.2,44.6,35.0,39.5,5.3,35.3,39.0,5.2
Deandre Ayton,9,,C,7500,PHO,NYK,1,115,,,101,110,-5%,11,14,14,26,27,27,35.6,35.6,23.6,47.6,32.0,38.2,5.1,37.4,40.1,5.3
C.J. McCollum,9,,SG,7200,POR,@WAS,1,120,26,17,106,114,8%,19,20,20,35,37,37,31.7,35.9,24.3,47.5,37.5,37.0,5.1,35.6,38.8,5.4
Kelly Oubre,7,,SF,7100,PHO,NYK,1,115,21,16,101,110,0%,18,14,14,38,36,34,37.5,34.4,23.6,45.1,36.0,34.9,4.9,39.6,45.5,6.4
Gordon Hayward,15,,SF,6900,BOS,ATL,2,117,22,21,106,111,23%,14,12,13,35,32,32,34.6,33.8,22.3,45.3,33.5,38.8,5.6,37,29.7,4.3
Mitchell Robinson,3,,C,6600,NYK,@PHO,1,109,15,25,105,109,1%,8,6,6,20,23,23,31.5,27.8,19.4,36.1,26.0,31.0,4.7,21.3,25.4,3.8
Tobias Harris,10,,SF,6400,PHI,@HOU,2,112,24,17,106,107,10%,17,16,16,36,34,35,36.4,35.5,25.9,45.1,34.5,35.3,5.5,41.5,32.4,5.1
Derrick Favors,14,,PF,6200,NOR,@LAL,4,108,16,18,103,102,-7%,9,9,7,31,30,23,36.1,26.5,13.7,39.2,31.0,32.8,5.3,33.9,46.8,7.5
Josh Richardson,9,,SG,6000,PHI,@HOU,2,112,22,13,106,107,10%,12,14,13,35,35,33,31.7,28.7,20.5,36.9,35.5,31.4,5.2,38.5,19.0,3.2
Aaron Gordon,3,,PF,6000,ORL,MIA,1,104,21,13,101,105,3%,13,14,13,28,30,32,30.5,29.3,20.0,38.6,31.5,29.0,4.8,31.2,29.1,4.9
Carmelo Anthony,13,,SF,6000,POR,@WAS,1,120,23,13,106,114,6%,17,15,15,34,35,33,26.6,29.3,19.5,39.2,34.5,31.6,5.3,30.6,30.2,5.0
Jonathan Isaac,,O,SF,5900,ORL,MIA,1,104,18,17,101,105,3%,13,10,10,31,31,31,39.8,33.8,21.4,46.2,0.0,0.0,0.0,0,0.0,0.0
Evan Fournier,3,,SG,5900,ORL,MIA,1,104,25,18,101,105,-5%,19,14,15,37,34,31,28.4,29.1,21.4,36.8,34.0,29.0,4.9,28.5,23.9,4.1
Elfrid Payton,2,,PG,5800,NYK,@PHO,1,109,21,14,105,109,4%,9,9,8,28,29,24,29.3,24.8,14.2,35.5,28.0,29.0,5.0,31.6,28.0,4.8
Jordan McRae,11,,SG,5700,WAS,POR,1,113,22,18,104,109,-5%,13,12,9,33,27,21,31.3,22.6,10.7,34.5,32.0,35.2,6.2,33.1,48.0,8.4
Al Horford,4,,PF,5600,PHI,@HOU,2,112,19,16,106,107,5%,9,9,12,28,31,31,23.6,30.9,21.8,40.0,30.5,30.0,5.4,34.1,19.6,3.5
Dave Bertans,,O,PF,5600,WAS,POR,1,113,17,17,104,109,9%,14,13,11,38,35,30,28.2,26.9,17.8,36.1,0.0,0.0,0.0,0,0.0,0.0
Marcus Morris,3,,SF,5500,NYK,@PHO,1,109,,,105,109,0%,14,13,14,28,29,32,24.0,29.8,18.2,41.4,30.0,26.6,4.8,35,40.6,7.4
Lonzo Ball,12,,PG,5300,NOR,@LAL,4,108,21,12,103,102,-4%,16,13,11,35,29,28,31.4,26.5,15.5,37.6,33.5,29.1,5.5,33.4,37.9,7.2
Markelle Fultz,0,,PG,5300,ORL,MIA,1,104,22,14,101,105,-9%,10,10,10,26,28,26,24.0,24.0,17.8,30.2,29.0,24.4,4.6,31.6,27.7,5.2
Enes Kanter,9,,C,5200,BOS,ATL,2,117,19,25,106,111,3%,6,8,6,20,21,18,32.2,23.6,12.5,34.8,20.5,25.5,4.9,23.6,33.7,6.5
D.J. Augustin,0,,PG,5200,ORL,MIA,1,104,20,15,101,105,-9%,12,11,9,30,29,26,25.7,22.0,12.7,31.2,28.0,22.9,4.4,28.8,24.9,4.8
Ian Mahinmi,3,,C,5200,WAS,POR,1,113,17,16,104,109,8%,7,6,6,24,25,21,24.7,21.8,12.2,31.5,26.5,29.1,5.6,26.2,20.9,4.0
Goran Dragic,3,,PG,5200,MIA,@ORL,0,103,25,16,100,105,-2%,13,14,12,23,28,29,24.9,27.9,20.9,35.0,26.5,22.8,4.4,20.6,16.7,3.2
Marcus Smart,16,,SG,5100,BOS,ATL,2,117,18,13,106,111,-1%,11,9,11,27,30,32,20.6,27.5,19.3,35.7,34.0,30.4,6.0,35.5,49.7,9.7
Troy Brown,11,,SF,5000,WAS,POR,1,113,17,14,104,109,9%,10,13,8,28,31,25,29.0,22.4,12.6,32.3,31.0,30.3,6.1,31,20.9,4.2
Rui Hachimura,,O,PF,5000,WAS,POR,1,113,19,14,104,109,0%,7,12,12,23,31,29,23.8,25.0,14.5,35.5,0.0,0.0,0.0,0,0.0,0.0
Thomas Bryant,,O,C,5000,WAS,POR,1,113,19,19,104,109,8%,9,9,10,26,27,28,27.0,31.1,21.5,40.8,0.0,0.0,0.0,0,0.0,0.0
