Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Luka Doncic,16,,PG,11000,DAL,POR,1,118,39,30,104,109,8%,19,19,21,31,33,34,45.0,54.6,42.1,67.0,34.5,60.9,5.5,34,55.1,5.0
Karl-Anthony Towns,,,C,10500,MIN,@IND,1,106,29,28,101,104,2%,19,17,18,36,36,34,50.1,52.1,40.4,63.8,28.5,38.6,3.7,28.1,31.5,3.0
Trae Young,13,,PG,10400,ATL,@SAS,2,111,36,23,103,110,8%,23,22,22,35,37,37,54.1,48.4,35.9,60.9,36.5,50.2,4.8,34.8,53.5,5.1
Hassan Whiteside,7,,C,9400,POR,@DAL,1,109,20,25,101,108,0%,11,12,11,31,32,30,42.5,42.1,29.8,54.3,32.5,44.6,4.7,36.4,58.6,6.2
Ben Simmons,7,,PG,9200,PHI,CHI,1,111,22,20,102,105,-16%,15,14,11,41,39,36,44.0,42.9,32.7,53.2,37.5,47.6,5.2,37.1,44.7,4.9
Domas Sabonis,10,,PF,9000,IND,MIN,1,112,23,21,105,107,1%,15,14,14,34,35,34,46.8,41.8,33.5,50.2,34.0,44.2,4.9,25.6,18.0,2.0
Joel Embiid,,O,C,9000,PHI,CHI,1,111,31,26,102,105,13%,17,18,16,33,32,31,45.6,47.0,35.7,58.4,0.0,0.0,0.0,0,0.0,0.0
Damian Lillard,7,,PG,8800,POR,@DAL,1,109,30,25,101,108,-8%,18,18,19,37,37,37,45.1,44.9,35.8,54.0,37.0,42.5,4.8,39.8,52.2,5.9
Jimmy Butler,8,,SG,8700,MIA,@OKC,1,109,26,24,101,106,-8%,13,12,14,34,33,35,41.3,43.2,34.1,52.4,34.5,40.6,4.7,34.3,43.5,5.0
Zach LaVine,8,,SG,8500,CHI,@PHI,1,103,31,20,101,104,-7%,20,21,19,34,36,34,46.5,38.3,26.9,49.6,36.0,41.1,4.8,36.3,31.9,3.8
Kyle Lowry,6,,PG,8400,TOR,WAS,1,121,24,17,106,113,6%,14,17,15,36,39,39,41.6,40.3,33.3,47.3,35.5,42.3,5.0,21.6,31.6,3.8
Bam Adebayo,7,,PF,8300,MIA,@OKC,1,109,20,21,101,106,0%,11,11,11,37,34,35,39.6,40.6,30.0,51.3,35.0,39.5,4.8,32.1,38.1,4.6
DeMar DeRozan,19,,SG,8100,SAS,ATL,1,120,27,22,106,110,7%,13,15,16,35,35,35,46.9,38.5,29.7,47.2,35.0,44.4,5.5,37.7,51.3,6.3
John Collins,3,,PF,8000,ATL,@SAS,2,111,22,20,103,110,2%,14,14,14,29,29,31,38.3,39.4,29.7,49.1,32.0,40.2,5.0,26.5,35.0,4.4
Ja Morant,6,,PG,7800,MEM,CLE,2,120,28,19,101,113,7%,12,14,14,33,32,30,39.0,33.5,22.7,44.3,32.5,39.0,5.0,33.2,41.0,5.3
Pascal Siakam,13,,SF,7600,TOR,WAS,1,121,29,19,106,113,4%,16,21,20,30,33,37,44.1,42.8,32.6,53.0,33.0,41.5,5.5,24.8,23.9,3.1
Kristaps Porzingis,,O,PF,7500,DAL,POR,1,118,25,17,104,109,1%,11,14,16,28,33,33,38.1,38.7,28.1,49.4,0.0,0.0,0.0,0,0.0,0.0
Brad Beal,8,,SG,7500,WAS,@TOR,1,110,33,21,103,102,-1%,19,24,22,27,32,36,41.8,44.2,32.6,55.8,29.5,36.9,4.9,23,20.9,2.8
C.J. McCollum,8,,SG,7400,POR,@DAL,1,109,26,17,101,108,-5%,20,19,20,37,36,37,36.8,36.0,25.1,47.0,36.5,33.9,4.6,11.5,8.2,1.1
Fred Van Vleet,1,O,SG,7300,TOR,WAS,1,121,24,16,106,113,6%,18,17,15,37,36,37,38.4,38.3,27.9,48.6,0.0,0.0,0.0,0,0.0,0.0
Shai Gilgeous-Alexander,4,,SG,7200,OKC,MIA,1,108,24,18,101,106,-4%,11,14,16,37,36,36,41.5,35.0,24.0,46.0,35.5,35.6,4.9,37.2,38.0,5.3
Al Horford,7,,PF,7100,PHI,CHI,1,111,19,16,102,105,10%,13,12,12,34,34,31,35.8,31.2,22.1,40.3,32.5,39.3,5.5,32.3,36.0,5.1
Kevin Love,12,,PF,7000,CLE,@MEM,2,111,23,18,106,109,-1%,18,15,13,35,35,32,33.2,34.9,24.0,45.8,33.0,35.7,5.1,34.4,31.8,4.5
Chris Paul,6,,PG,7000,OKC,MIA,1,108,23,21,101,106,-8%,12,13,12,32,32,32,37.8,36.0,26.8,45.1,32.0,36.1,5.2,34.3,24.6,3.5
Jaren Jackson,6,,PF,6900,MEM,CLE,2,120,24,18,101,113,2%,16,14,14,29,29,29,36.4,31.8,22.1,41.4,31.0,35.4,5.1,19.5,14.2,2.1
Malcolm Brogdon,10,,PG,6800,IND,MIN,1,112,28,20,105,107,2%,17,16,15,32,32,32,33.0,37.1,28.5,45.7,31.5,35.9,5.3,31.5,30.8,4.5
Tobias Harris,14,,SF,6700,PHI,CHI,1,111,24,18,102,105,2%,18,19,16,37,37,35,37.2,35.7,26.3,45.2,35.0,40.3,6.0,36.2,27.6,4.1
LaMarcus Aldridge,16,,PF,6600,SAS,ATL,1,120,22,21,106,110,7%,11,11,15,34,33,34,27.8,38.3,27.5,49.1,33.5,42.3,6.4,27.8,37.0,5.6
Jonas Valanciunas,11,,C,6500,MEM,CLE,2,120,22,23,101,113,4%,16,13,11,28,27,26,40.6,32.5,20.1,45.0,27.5,36.4,5.6,32.5,45.6,7.0
Serge Ibaka,7,,PF,6500,TOR,WAS,1,121,24,17,106,113,4%,14,15,12,31,32,27,34.6,29.7,20.8,38.7,29.0,35.5,5.5,25.7,25.1,3.9
Steven Adams,,O,C,6400,OKC,MIA,1,108,17,22,101,106,-7%,9,9,8,29,31,28,38.9,32.6,22.7,42.4,0.0,0.0,0.0,0,0.0,0.0
Andrew Wiggins,5,,SG,6300,MIN,@IND,1,106,28,17,101,104,-18%,13,14,20,32,31,35,27.3,37.2,27.3,47.2,34.5,32.2,5.1,34.1,27.4,4.3
Carmelo Anthony,5,,SF,6200,POR,@DAL,1,109,22,14,101,108,0%,12,13,14,35,33,33,31.3,29.3,19.2,39.3,35.0,31.5,5.1,32.1,26.0,4.2
Tristan Thompson,3,,C,6100,CLE,@MEM,2,111,19,17,106,109,5%,8,11,11,29,35,32,35.9,32.0,20.3,43.6,33.5,33.0,5.4,24.9,19.1,3.1
Myles Turner,2,,C,6100,IND,MIN,1,112,18,15,105,107,1%,9,12,10,28,31,30,33.9,29.0,18.9,39.2,30.0,31.3,5.1,25.1,28.7,4.7
Danilo Gallinari,5,,SF,6000,OKC,MIA,1,108,23,20,101,106,-4%,14,14,13,32,31,31,35.2,30.0,22.6,37.3,31.5,31.9,5.3,33.2,41.2,6.9
Robert Covington,1,,PF,6000,MIN,@IND,1,106,17,15,101,104,-18%,13,11,10,30,29,29,33.9,28.4,18.9,37.8,31.0,27.2,4.5,34.5,26.0,4.3
Josh Richardson,11,,SG,5900,PHI,CHI,1,111,22,13,102,105,2%,16,16,14,36,35,33,31.0,28.7,20.4,37.1,35.0,33.0,5.6,27.3,15.4,2.6
Collin Sexton,4,,PG,5800,CLE,@MEM,2,111,27,15,106,109,6%,17,18,16,32,34,32,29.9,27.2,20.5,33.9,34.5,31.3,5.4,37,38.8,6.7
